ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Q92932	protein tyrosine phosphatase, receptor type N2(PTPRN2)	Homo sapiens			GO:0006470~protein dephosphorylation,GO:0006629~lipid metabolic process,GO:0007269~neurotransmitter secretion,GO:0034260~negative regulation of GTPase activity,GO:0035335~peptidyl-tyrosine dephosphorylation,GO:0035773~insulin secretion involved in cellular response to glucose stimulus,	GO:0005788~endoplasmic reticulum lumen,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0030054~cell junction,GO:0030667~secretory granule membrane,GO:0030672~synaptic vesicle membrane,GO:0043195~terminal bouton,GO:0043235~receptor complex,	GO:0004725~protein tyrosine phosphatase activity,GO:0005001~transmembrane receptor protein tyrosine phosphatase activity,	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type,IPR000387:Protein-tyrosine/Dual specificity phosphatase,IPR003595:Protein-tyrosine phosphatase, catalytic,IPR016130:Protein-tyrosine phosphatase, active site,IPR021613:Protein-tyrosine phosphatase receptor IA-2,	hsa04940:Type I diabetes mellitus,			SM00194:PTPc,SM00404:PTPc_motif,	3D-structure,Acetylation,Alternative splicing,Cell junction,Complete proteome,Cytoplasmic vesicle,Diabetes mellitus,Glycoprotein,Hydrolase,Lipid metabolism,Membrane,Phospholipid metabolism,Phosphoprotein,Polymorphism,Protein phosphatase,Proteomics identification,Receptor,Reference proteome,Signal,Synapse,Transmembrane,Transmembrane helix,	active site:Phosphocysteine intermediate,chain:Receptor-type tyrosine-protein phosphatase N2,domain:Tyrosine-protein phosphatase,glycosylation site:N-linked (GlcNAc...),helix,modified residue,mutagenesis site,sequence conflict,sequence variant,signal peptide,site:Cleavage,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
Q99571	purinergic receptor P2X 4(P2RX4)	Homo sapiens			GO:0001894~tissue homeostasis,GO:0002028~regulation of sodium ion transport,GO:0006810~transport,GO:0007165~signal transduction,GO:0007596~blood coagulation,GO:0008217~regulation of blood pressure,GO:0010524~positive regulation of calcium ion transport into cytosol,GO:0010614~negative regulation of cardiac muscle hypertrophy,GO:0019228~neuronal action potential,GO:0019233~sensory perception of pain,GO:0032308~positive regulation of prostaglandin secretion,GO:0033198~response to ATP,GO:0034220~ion transmembrane transport,GO:0034405~response to fluid shear stress,GO:0035590~purinergic nucleotide receptor signaling pathway,GO:0042118~endothelial cell activation,GO:0045429~positive regulation of nitric oxide biosynthetic process,GO:0050850~positive regulation of calcium-mediated signaling,GO:0051260~protein homooligomerization,GO:0051899~membrane depolarization,GO:0051928~positive regulation of calcium ion transport,GO:0055117~regulation of cardiac muscle contraction,GO:0055119~relaxation of cardiac muscle,GO:0071318~cellular response to ATP,GO:0097190~apoptotic signaling pathway,GO:0098655~cation transmembrane transport,	GO:0005639~integral component of nuclear inner membrane,GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030054~cell junction,GO:0043025~neuronal cell body,GO:0043195~terminal bouton,GO:0043197~dendritic spine,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,	GO:0001614~purinergic nucleotide receptor activity,GO:0004931~extracellular ATP-gated cation channel activity,GO:0005102~receptor binding,GO:0005507~copper ion binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008144~drug binding,GO:0008270~zinc ion binding,GO:0042803~protein homodimerization activity,GO:0045296~cadherin binding,	IPR001429:P2X purinoreceptor,IPR003047:P2X4 purinoceptor,IPR027309:P2X purinoreceptor extracellular domain,	hsa04020:Calcium signaling pathway,hsa04080:Neuroactive ligand-receptor interaction,		PIRSF005713:ATP-gated ion channel P2X4 receptor,		Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Ion channel,Ion transport,Ligand-gated ion channel,Membrane,Polymorphism,Proteomics identification,Receptor,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:P2X purinoceptor 4,glycosylation site:N-linked (GlcNAc...),modified residue,sequence conflict,sequence variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
E1C2U2	replication timing regulatory factor 1(RIF1)	Gallus gallus			GO:0019827~stem cell population maintenance,GO:2001034~positive regulation of double-strand break repair via nonhomologous end joining,	GO:0000781~chromosome, telomeric region,GO:0001939~female pronucleus,GO:0001940~male pronucleus,GO:0005886~plasma membrane,		IPR016024:Armadillo-type fold,IPR022031:Rap1-interacting factor 1 N-terminal,					Complete proteome,Reference proteome,
P02362	ribosomal protein S8(rps7)	Xenopus laevis			GO:0006412~translation,	GO:0005840~ribosome,	GO:0003735~structural constituent of ribosome,	IPR000554:Ribosomal protein S7e,	xla03010:Ribosome,				Ribonucleoprotein,Ribosomal protein,	chain:40S ribosomal protein S7,compositionally biased region:Arg/Lys-rich (basic),
Q61909	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)(Runx1t1)	Mus musculus			GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0010977~negative regulation of neuron projection development,GO:0045444~fat cell differentiation,GO:0045599~negative regulation of fat cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051101~regulation of DNA binding,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0016021~integral component of membrane,GO:0016363~nuclear matrix,GO:0017053~transcriptional repressor complex,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,	IPR002893:Zinc finger, MYND-type,IPR003894:TAFH/NHR1,IPR013289:Eight-Twenty-One,IPR013290:Myeloid transforming gene on chromosome 8 (MTG8),IPR014896:NHR2-like,	mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05221:Acute myeloid leukemia,			SM00549:TAFH,	Coiled coil,Complete proteome,Cyclin,DNA-binding,Membrane,Metal-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Transmembrane,Transmembrane helix,Zinc,Zinc-finger,	chain:Protein CBFA2T1,compositionally biased region:Poly-Pro,compositionally biased region:Poly-Ser,domain:TAFH,modified residue,region of interest:Important for oligomerization,zinc finger region:MYND-type,
Q3T106	serine and arginine rich splicing factor 7(SRSF7)	Bos taurus			GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0051028~mRNA transport,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0008270~zinc ion binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR001878:Zinc finger, CCHC-type,IPR012677:Nucleotide-binding, alpha-beta plait,	bta03040:Spliceosome,bta05168:Herpes simplex infection,			SM00360:RRM,	Acetylation,Complete proteome,Cytoplasm,Metal-binding,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Reference proteome,Repeat,Repressor,RNA-binding,Transport,Zinc,Zinc-finger,	chain:Splicing factor, arginine/serine-rich 7,compositionally biased region:Arg/Ser-rich (RS domain),domain:RRM,modified residue,region of interest:6 X 8 AA repeats of R-R-S-R-S-X-S-X,repeat:1,repeat:2,repeat:3,repeat:4,repeat:5; approximate,repeat:6; approximate,zinc finger region:CCHC-type,
Q6DRC0	seryl-tRNA synthetase(sars)	Danio rerio			GO:0001525~angiogenesis,GO:0001569~patterning of blood vessels,GO:0006418~tRNA aminoacylation for protein translation,GO:0006434~seryl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0000166~nucleotide binding,GO:0004812~aminoacyl-tRNA ligase activity,GO:0004828~serine-tRNA ligase activity,GO:0005524~ATP binding,GO:0016874~ligase activity,	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002317:Serine-tRNA ligase, type1,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR010978:tRNA-binding arm,IPR015866:Serine-tRNA synthetase, type1, N-terminal,	dre00970:Aminoacyl-tRNA biosynthesis,		PIRSF001529:serine-tRNA ligase,		Aminoacyl-tRNA synthetase,Complete proteome,Ligase,Proteomics identification,Reference proteome,
A8DZE7	short chain dehydrogenase/reductase family 42E, member 1(sdr42e1)	Danio rerio		Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism,	GO:0006694~steroid biosynthetic process,GO:0055114~oxidation-reduction process,	GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0000252~C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,GO:0003854~3-beta-hydroxy-delta5-steroid dehydrogenase activity,GO:0004033~aldo-keto reductase (NADP) activity,GO:0004448~isocitrate dehydrogenase activity,GO:0004495~mevaldate reductase activity,GO:0008875~gluconate dehydrogenase activity,GO:0016229~steroid dehydrogenase activity,GO:0016491~oxidoreductase activity,GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0018451~epoxide dehydrogenase activity,GO:0018452~5-exo-hydroxycamphor dehydrogenase activity,GO:0018453~2-hydroxytetrahydrofuran dehydrogenase activity,GO:0019152~acetoin dehydrogenase activity,GO:0032442~phenylcoumaran benzylic ether reductase activity,GO:0032866~D-xylose:NADP reductase activity,GO:0032867~L-arabinose:NADP reductase activity,GO:0033709~D-arabinitol dehydrogenase, D-ribulose forming (NADP+) activity,GO:0033764~steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,GO:0033765~steroid dehydrogenase activity, acting on the CH-CH group of donors,GO:0034831~(R)-(-)-1,2,3,4-tetrahydronaphthol dehydrogenase activity,GO:0034840~3-hydroxymenthone dehydrogenase activity,GO:0035380~very long-chain-3-hydroxyacyl-CoA dehydrogenase activity,GO:0035410~dihydrotestosterone 17-beta-dehydrogenase activity,GO:0043713~(R)-2-hydroxyisocaproate dehydrogenase activity,GO:0044103~L-arabinose 1-dehydrogenase (NADP+) activity,GO:0044105~L-xylulose reductase (NAD+) activity,GO:0048258~3-ketoglucose-reductase activity,GO:0051990~(R)-2-hydroxyglutarate dehydrogenase activity,GO:0052677~D-arabinitol dehydrogenase, D-xylulose forming (NADP+) activity,	IPR002225:3-beta hydroxysteroid dehydrogenase/isomerase,IPR016040:NAD(P)-binding domain,					Complete proteome,Membrane,NAD,Oxidoreductase,Reference proteome,Transmembrane,Transmembrane helix,	active site:Proton acceptor,binding site:NAD,chain:Short chain dehydrogenase/reductase family 42E member 1,sequence conflict,transmembrane region,
Q5ZJ75	solute carrier family 9 member A8(SLC9A8)	Gallus gallus			GO:0006885~regulation of pH,GO:0035725~sodium ion transmembrane transport,GO:0051453~regulation of intracellular pH,GO:0071805~potassium ion transmembrane transport,GO:1902600~hydrogen ion transmembrane transport,	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,	GO:0015385~sodium:proton antiporter activity,GO:0015386~potassium:proton antiporter activity,	IPR004709:Na+/H+ exchanger,IPR006153:Cation/H+ exchanger,IPR018409:Na+/H+ exchanger, isoform 8, eukaryotic,IPR018422:Cation/H+ exchanger, CPA1 family,					Antiport,Complete proteome,Golgi apparatus,Ion transport,Membrane,Reference proteome,Sodium,Sodium transport,Transmembrane,Transmembrane helix,Transport,	chain:Sodium/hydrogen exchanger 8,transmembrane region,
F1Q506	sorting nexin 10a(snx10a)	Danio rerio			GO:0001947~heart looping,GO:0006810~transport,GO:0006897~endocytosis,GO:0015031~protein transport,GO:0016050~vesicle organization,GO:0030030~cell projection organization,GO:0042384~cilium assembly,GO:0060271~cilium morphogenesis,GO:0061512~protein localization to cilium,GO:0070121~Kupffer's vesicle development,GO:0070986~left/right axis specification,GO:0071539~protein localization to centrosome,	GO:0005737~cytoplasm,GO:0005768~endosome,GO:0005813~centrosome,GO:0005815~microtubule organizing center,GO:0005856~cytoskeleton,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0019898~extrinsic component of membrane,	GO:0008289~lipid binding,GO:0035091~phosphatidylinositol binding,	IPR001683:Phox homologous domain,				SM00312:PX,	Alternative splicing,Cilium biogenesis/degradation,Complete proteome,Cytoplasm,Cytoskeleton,Endosome,Lipid-binding,Membrane,Protein transport,Reference proteome,Transport,
Q08BC4	sperm-tail PG-rich repeat containing 2(stpg2)	Danio rerio						IPR010736:Sperm-tail PG-rich repeat,					Complete proteome,Reference proteome,Repeat,	chain:Uncharacterized protein C4orf37 homolog,
Q8CHC4	synaptojanin 1(Synj1)	Mus musculus	m_ndkDynaminPathway:Endocytotic role of NDK, Phosphins and Dynamin,		GO:0006836~neurotransmitter transport,GO:0007420~brain development,GO:0007612~learning,GO:0014015~positive regulation of gliogenesis,GO:0016082~synaptic vesicle priming,GO:0016191~synaptic vesicle uncoating,GO:0032526~response to retinoic acid,GO:0034097~response to cytokine,GO:0046488~phosphatidylinositol metabolic process,GO:0046855~inositol phosphate dephosphorylation,GO:0046856~phosphatidylinositol dephosphorylation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0048260~positive regulation of receptor-mediated endocytosis,GO:0048488~synaptic vesicle endocytosis,GO:0048489~synaptic vesicle transport,GO:1903423~positive regulation of synaptic vesicle recycling,GO:1904980~positive regulation of endosome organization,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005874~microtubule,GO:0012506~vesicle membrane,GO:0030117~membrane coat,GO:0030118~clathrin coat,GO:0030132~clathrin coat of coated pit,GO:0043005~neuron projection,GO:0043195~terminal bouton,GO:0043234~protein complex,GO:0097060~synaptic membrane,GO:0098793~presynapse,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0004438~phosphatidylinositol-3-phosphatase activity,GO:0004439~phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity,GO:0005515~protein binding,GO:0008022~protein C-terminus binding,GO:0017124~SH3 domain binding,GO:0032403~protein complex binding,GO:0034595~phosphatidylinositol phosphate 5-phosphatase activity,GO:0042578~phosphoric ester hydrolase activity,GO:0043812~phosphatidylinositol-4-phosphate phosphatase activity,	IPR000300:Inositol polyphosphate-related phosphatase,IPR000504:RNA recognition motif domain,IPR002013:Synaptojanin, N-terminal,IPR005135:Endonuclease/exonuclease/phosphatase,IPR012677:Nucleotide-binding, alpha-beta plait,IPR015047:Domain of unknown function DUF1866,	mmu00562:Inositol phosphate metabolism,mmu01100:Metabolic pathways,mmu04070:Phosphatidylinositol signaling system,			SM00128:IPPc,SM01165:SM01165,	Complete proteome,Cytoplasm,Endocytosis,Hydrolase,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:Synaptojanin-1,compositionally biased region:Pro-rich,domain:RRM,domain:SAC,modified residue,
Q3T0C9	synaptojanin 2 binding protein(SYNJ2BP)	Bos taurus			GO:0001937~negative regulation of endothelial cell proliferation,GO:0002092~positive regulation of receptor internalization,GO:0006605~protein targeting,GO:0006897~endocytosis,GO:0007266~Rho protein signal transduction,GO:0008593~regulation of Notch signaling pathway,GO:0010596~negative regulation of endothelial cell migration,GO:0016525~negative regulation of angiogenesis,GO:0032926~negative regulation of activin receptor signaling pathway,GO:0032927~positive regulation of activin receptor signaling pathway,GO:0070373~negative regulation of ERK1 and ERK2 cascade,GO:1903671~negative regulation of sprouting angiogenesis,GO:2000010~positive regulation of protein localization to cell surface,	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0009986~cell surface,GO:0016021~integral component of membrane,GO:0048471~perinuclear region of cytoplasm,		IPR001478:PDZ domain,				SM00228:PDZ,	Complete proteome,Cytoplasm,Endocytosis,Membrane,Mitochondrion,Mitochondrion outer membrane,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,	chain:Synaptojanin-2-binding protein,domain:PDZ,topological domain:Cytoplasmic,topological domain:Mitochondrial intermembrane,transmembrane region,
Q5EAR5	tRNA phosphotransferase 1(trpt1)	Danio rerio			GO:0006388~tRNA splicing, via endonucleolytic cleavage and ligation,GO:0008033~tRNA processing,		GO:0000215~tRNA 2'-phosphotransferase activity,GO:0016740~transferase activity,GO:0016772~transferase activity, transferring phosphorus-containing groups,	IPR002745:Phosphotransferase KptA/Tpt1,					Complete proteome,NAD,Reference proteome,Transferase,tRNA processing,	chain:tRNA 2'-phosphotransferase 1,
Q6NUS6	tectonic family member 3(TCTN3)	Homo sapiens			GO:0006915~apoptotic process,GO:0007224~smoothened signaling pathway,GO:0060271~cilium morphogenesis,	GO:0016021~integral component of membrane,GO:0060170~ciliary membrane,GO:0070062~extracellular exosome,		IPR011677:Domain of unknown function DUF1619,		258860~Orofaciodigital syndrome IV,614815~Joubert syndrome 18,			Alternative splicing,Apoptosis,Ciliopathy,Cilium biogenesis/degradation,Complete proteome,Disease mutation,Glycoprotein,Joubert syndrome,Membrane,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Tectonic-3,compositionally biased region:Cys-rich,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
Q4R9E0	tectonic family member 3(TCTN3)	Macaca fascicularis			GO:0006915~apoptotic process,GO:0007224~smoothened signaling pathway,GO:0060271~cilium morphogenesis,	GO:0016021~integral component of membrane,		IPR011677:Domain of unknown function DUF1619,					Apoptosis,Cilium biogenesis/degradation,Glycoprotein,Membrane,Signal,Transmembrane,Transmembrane helix,
P37837	transaldolase 1(TALDO1)	Homo sapiens			GO:0005975~carbohydrate metabolic process,GO:0005999~xylulose biosynthetic process,GO:0006002~fructose 6-phosphate metabolic process,GO:0006098~pentose-phosphate shunt,GO:0009052~pentose-phosphate shunt, non-oxidative branch,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0003824~catalytic activity,GO:0004801~sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity,GO:0005515~protein binding,GO:0048029~monosaccharide binding,	IPR001585:Transaldolase,IPR004730:Transaldolase type 1,IPR013785:Aldolase-type TIM barrel,IPR018225:Transaldolase, active site,	hsa00030:Pentose phosphate pathway,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01230:Biosynthesis of amino acids,	606003~Transaldolase deficiency,			3D-structure,Acetylation,Complete proteome,Cytoplasm,Disease mutation,Pentose shunt,Phosphoprotein,Proteomics identification,Reference proteome,Schiff base,Transferase,	chain:Transaldolase,helix,modified residue,sequence variant,strand,turn,
F7H9X2	tripartite motif containing 2(TRIM2)	Callithrix jacchus			GO:0043523~regulation of neuron apoptotic process,	GO:0005622~intracellular,GO:0005737~cytoplasm,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0016874~ligase activity,	IPR000315:Zinc finger, B-box,IPR001258:NHL repeat,IPR001298:Filamin/ABP280 repeat,IPR001841:Zinc finger, RING-type,IPR003649:B-box, C-terminal,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013017:NHL repeat, subgroup,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013783:Immunoglobulin-like fold,IPR014756:Immunoglobulin E-set,IPR017868:Filamin/ABP280 repeat-like,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,SM00502:BBC,SM00557:IG_FLMN,	Complete proteome,Cytoplasm,Ligase,Metal-binding,Phosphoprotein,Reference proteome,Repeat,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,
D2GXS7	tripartite motif containing 2(TRIM2)	Ailuropoda melanoleuca			GO:0043523~regulation of neuron apoptotic process,	GO:0005737~cytoplasm,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0016874~ligase activity,	IPR000315:Zinc finger, B-box,IPR001258:NHL repeat,IPR001298:Filamin/ABP280 repeat,IPR001841:Zinc finger, RING-type,IPR003649:B-box, C-terminal,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013017:NHL repeat, subgroup,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013783:Immunoglobulin-like fold,IPR014756:Immunoglobulin E-set,IPR017868:Filamin/ABP280 repeat-like,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,SM00502:BBC,SM00557:IG_FLMN,	Complete proteome,Cytoplasm,Ligase,Metal-binding,Phosphoprotein,Reference proteome,Repeat,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,
O75382	tripartite motif containing 3(TRIM3)	Homo sapiens			GO:0007399~nervous system development,GO:0015031~protein transport,GO:0016567~protein ubiquitination,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005769~early endosome,GO:0005794~Golgi apparatus,GO:0030425~dendrite,	GO:0005515~protein binding,GO:0008022~protein C-terminus binding,GO:0008270~zinc ion binding,GO:0061630~ubiquitin protein ligase activity,	IPR000315:Zinc finger, B-box,IPR001258:NHL repeat,IPR001298:Filamin/ABP280 repeat,IPR001841:Zinc finger, RING-type,IPR003649:B-box, C-terminal,IPR011042:Six-bladed beta-propeller, TolB-like,IPR013017:NHL repeat, subgroup,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013783:Immunoglobulin-like fold,IPR014756:Immunoglobulin E-set,IPR017868:Filamin/ABP280 repeat-like,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,SM00502:BBC,SM00557:IG_FLMN,	Acetylation,Alternative splicing,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Endosome,Golgi apparatus,Metal-binding,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Repeat,Signal,Transport,Zinc,Zinc-finger,	chain:Tripartite motif-containing protein 3,modified residue,repeat:Filamin,repeat:NHL 1,repeat:NHL 2,repeat:NHL 3,repeat:NHL 4,repeat:NHL 5,repeat:NHL 6,sequence conflict,sequence variant,splice variant,zinc finger region:B box-type,zinc finger region:RING-type,
Q9BTW9	tubulin folding cofactor D(TBCD)	Homo sapiens		Posttranslational modification, protein turnover, chaperones / Cytoskeleton,	GO:0006457~protein folding,GO:0007021~tubulin complex assembly,GO:0007023~post-chaperonin tubulin folding pathway,GO:0010812~negative regulation of cell-substrate adhesion,GO:0031115~negative regulation of microtubule polymerization,GO:0034333~adherens junction assembly,GO:0043547~positive regulation of GTPase activity,GO:0070830~bicellular tight junction assembly,	GO:0005737~cytoplasm,GO:0005874~microtubule,GO:0005912~adherens junction,GO:0005923~bicellular tight junction,GO:0016328~lateral plasma membrane,	GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0048487~beta-tubulin binding,GO:0051087~chaperone binding,	IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR022577:Tubulin-specific chaperone D, C-terminal,					Alternative splicing,Cell junction,Cell membrane,Chaperone,Complete proteome,Cytoplasm,GTPase activation,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Tight junction,	chain:Tubulin-specific chaperone D,repeat:HEAT 1,repeat:HEAT 2,repeat:HEAT 3,sequence conflict,sequence variant,splice variant,
Q62769	unc-13 homolog B(Unc13b)	Rattus norvegicus			GO:0007268~chemical synaptic transmission,GO:0007528~neuromuscular junction development,GO:0010808~positive regulation of synaptic vesicle priming,GO:0016081~synaptic vesicle docking,GO:0016082~synaptic vesicle priming,GO:0031914~negative regulation of synaptic plasticity,GO:0035249~synaptic transmission, glutamatergic,GO:0035556~intracellular signal transduction,GO:0045921~positive regulation of exocytosis,GO:0048172~regulation of short-term neuronal synaptic plasticity,GO:0050714~positive regulation of protein secretion,GO:0060384~innervation,GO:0061669~spontaneous neurotransmitter secretion,GO:0071333~cellular response to glucose stimulus,GO:0090382~phagosome maturation,GO:0097151~positive regulation of inhibitory postsynaptic potential,GO:1900426~positive regulation of defense response to bacterium,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030054~cell junction,GO:0031594~neuromuscular junction,GO:0032009~early phagosome,GO:0043195~terminal bouton,GO:0044305~calyx of Held,GO:0048786~presynaptic active zone,GO:0097060~synaptic membrane,GO:0097470~ribbon synapse,GO:0098793~presynapse,	GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0017075~syntaxin-1 binding,GO:0019905~syntaxin binding,GO:0019992~diacylglycerol binding,GO:0046872~metal ion binding,	IPR000008:C2 calcium-dependent membrane targeting,IPR002219:Protein kinase C-like, phorbol ester/diacylglycerol binding,IPR010439:Calcium-dependent secretion activator,IPR014770:Munc13 homology 1,IPR014772:Mammalian uncoordinated homology 13, domain 2,IPR019558:Mammalian uncoordinated homology 13, subgroup, domain 2,IPR027080:Uncoordinated protein 13 (Unc-13),	rno04721:Synaptic vesicle cycle,			SM00109:C1,SM00239:C2,SM01145:SM01145,	Alternative splicing,Cell junction,Cell membrane,Coiled coil,Complete proteome,Cytoplasm,Exocytosis,Membrane,Metal-binding,Phosphoprotein,Reference proteome,Repeat,Synapse,Zinc,Zinc-finger,	chain:Protein unc-13 homolog B,domain:C2 1,domain:C2 2,domain:C2 3,domain:MHD1,domain:MHD2,modified residue,splice variant,zinc finger region:Phorbol-ester/DAG-type,
Q80TY5	vacuolar protein sorting 13B(Vps13b)	Mus musculus		Intracellular trafficking and secretion,	GO:0006810~transport,GO:0015031~protein transport,	GO:0016021~integral component of membrane,		IPR009543:Vacuolar protein sorting-associated protein 13 domain,IPR026854:Vacuolar protein sorting-associated protein 13A N-terminal domain,					Complete proteome,Membrane,Phosphoprotein,Protein transport,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,Transport,	chain:Vacuolar protein sorting-associated protein 13B,modified residue,sequence conflict,
Q9UJU3	zinc finger protein 112(ZNF112)	Homo sapiens		General function prediction only,	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0005622~intracellular,GO:0005634~nucleus,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0046872~metal ion binding,	IPR001909:Krueppel-associated box,IPR007087:Zinc finger, C2H2,IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain,IPR015880:Zinc finger, C2H2-like,				SM00349:KRAB,SM00355:ZnF_C2H2,	Alternative splicing,Complete proteome,DNA-binding,Metal-binding,Nucleus,Polymorphism,Reference proteome,Repeat,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Zinc finger protein 112 homolog,domain:KRAB,sequence conflict,sequence variant,zinc finger region:C2H2-type 10,zinc finger region:C2H2-type 11,zinc finger region:C2H2-type 12,zinc finger region:C2H2-type 13,zinc finger region:C2H2-type 14,zinc finger region:C2H2-type 15,zinc finger region:C2H2-type 16,zinc finger region:C2H2-type 17,zinc finger region:C2H2-type 1; degenerate,zinc finger region:C2H2-type 2; degenerate,zinc finger region:C2H2-type 3; degenerate,zinc finger region:C2H2-type 4; degenerate,zinc finger region:C2H2-type 5,zinc finger region:C2H2-type 6,zinc finger region:C2H2-type 7,zinc finger region:C2H2-type 8,zinc finger region:C2H2-type 9,
